COMMODITY,COMMODITY_DESCRIPTION,EXTENDED_DESCRIPTION,QUANTITY,UNIT_OF_MEASURE,UNIT_OF_MEAS_DESC,UNIT_PRICE,ITM_TOT_AM,MASTER_AGREEMENT,CONTRACT_NAME,PURCHASE_ORDER,AWARD_DATE,VENDOR_CODE,LGL_NM,AD_LN_1,AD_LN_2,CITY,ST,ZIP,CTRY,DATA_BUILD_DATE
5154584,"PARTS, TORO MOWER (TORO OR EQUAL)",@ $2.54,0.,,,0.,15.24,MA7800GA220000002,MECHANIC SHOP BLD 2 (STOCK ORDER),DO810025101001267,10/10/2025,HIL8312370,HCOP LLC,"2914 Montopolis Dr, Ste 200",,AUSTIN,TX,78741,US,04/06/2026
03500,"AIRCRAFT AND AIRPORT, EQUIPMENT, PARTS, AND SUPPLI",Encumbrance for assorted parts for Air Support,0.,,,0.,"5,000.00",MA8700GA230000020,Encumbrance for assorted parts for Air Support,DO870025101001262,10/10/2025,BEL8322544,Bell Textron Inc.,3255 Bell Helicopter Blvd,,FORT WORTH,TX,76118,US,04/06/2026
20400,COMPUTER HARDWARE AND PERIPHERALS FOR MICROCOMPUTE,StarTech.com 55-Bit Electric Precision,1.,EA,Each,63.53,63.53,,IT Inventory order,PO820025101000087,10/10/2025,CDW7127170,CDW LLC,CDW Government LLC,230 N Milwaukee Ave,Vernon Hills,IL,60061-9740,US,04/06/2026
28586,"Transformers, Power Distribution (Incl. Fluid Fill","TRANSFORMER, DISTRIBUTION, SINGLE PHASE, POLE MOUNT, DOE, 100KVA,  120/240 VOLT, 3 WIRE, 2 HV BUSHINGS WITH TANK MOUNTED ARRESTER, SPEC  E-1579  11May 18.",7.,EA,Each,"6,000.","42,000.00",MA1100GA230000037,Critical materials supply arrangement (CMSA),DOM1100MAX245599,10/10/2025,VC0000100372,"WESCO DISTRIBUTION, INC.",2003 RUTLAND DR,,AUSTIN,TX,78758-5412,US,04/06/2026
75070,Ready-Mix Concrete,Item No. 1.5,10.,CUYD,Cubic Yard,155.,"1,550.00",MA1100GA210000031,Concrete For 7401 E Ben White Blvd WO 677689,DOM1100MAX245617,10/10/2025,LAU2825500,Lauren Concrete Inc.,4501 SHAW LN,,AUSTIN,TX,78744-3921,US,04/06/2026
89064,Sewer Inspection Equipment,PRFY2026-2002416_Albert Randon  Reliability Point Quote: H-100825-01-JG  Footage Encoder Assembly  Kindly send invoice within 5 days of invoice date.,0.,,,0.,840.37,MA6300NS220000102,PRFY2026-2002416_Albert Randon_Reliability Point Footage,DO630025101001233,10/10/2025,VS0000026813,"RELIABILITY POINT, LLC",7934 Wrenwood Blvd,Suite A,BATON ROUGE,LA,70809,US,04/06/2026
75052,Flexible Base,,100.,TON,Ton,29.3,"2,930.00",MA1100GA210000064,"Surface Rock, Base For Easton Park WO 204651",DOM1100MAX245619,10/10/2025,VC0000101878,COMMUNITY TRUCKING LLC,PO BOX 737,,CEDAR CREEK,TX,78612,US,04/06/2026
20400,COMPUTER HARDWARE AND PERIPHERALS FOR MICROCOMPUTE,Logitech Signature K650 Comfort Full,20.,EA,Each,49.01,980.20,,IT Inventory order,PO820025101000087,10/10/2025,CDW7127170,CDW LLC,CDW Government LLC,230 N Milwaukee Ave,Vernon Hills,IL,60061-9740,US,04/06/2026
20400,COMPUTER HARDWARE AND PERIPHERALS FOR MICROCOMPUTE,Kingston ValueRAM - DDR5 - module,4.,EA,Each,48.2,192.80,,IT Inventory order,PO820025101000087,10/10/2025,CDW7127170,CDW LLC,CDW Government LLC,230 N Milwaukee Ave,Vernon Hills,IL,60061-9740,US,04/06/2026
20888,"Software, Monitoring, Microcomputer","Multi term:  NTE for 5 years - $467,778    Year 1 $84,656  Year 2 $88,889  Year 3 $93,333  Year 4 $98,000  Year 5 $102,900",0.,,,0.,"92,389.00",MA8500NS240000095,Case IQ - Annual Subscription FY26,DO850025101001264,10/10/2025,V00000994388,Customer Expressions Corp,300 March Road,Suite 501,"Ottawa, Ontario",,K2K 2E2,CA,04/06/2026
54523,"Impact Tools, Air Powered (Not Road Building)","FOR BLEND: T2 29921lb-in, 41.54, POS M4, 42RPM, 1550 LBS, SF3.80",0.,,,0.,"21,439.98",MA5000GC230000008,NORD GEAR BOXES FOR BLEND & #4 HORNSBY BEND,DO220025101001257,10/10/2025,WWG2097000,W W GRAINGER INC,7950 Research Blvd. Ste 101,,AUSTIN,TX,78758-8425,US,04/06/2026
55078,"Traffic Cones, Lane Markers, and Barricades (Porta",,0.,,,0.,"75,999.00",,Barricade devices,CT620025101000007,10/10/2025,V00000976525,Patrick M Lowe,111 Old Stone Rd,"CEDAR CREEK, TX 78612",CEDAR CREEK,TX,78612,US,04/06/2026
1102255,"PARTS AND ACCESSORIES, CONVEYOR BELT",U2S12 @ $62.75,0.,,,0.,627.50,MA8100GA200000050,Parts for Warehouse Stock,DO810025101001215,10/10/2025,V00000946413,JMR Technology Inc.,1406 Cliffwood Rd,,Euless,TX,76040,US,04/06/2026
71598,"BOOKS, LIBRARY","Includes:  1.1 - Adult & Juvenile trade hardcover  1.2 Adult & Juvenile trade/quality paperback  1.3 Adult & Juvenile mass market paperbacks  1.4 Text, technical and small press  1.5 University Press Trade Edition  1.6 Library Binding",0.,,,0.,"801,145.00",MA8500NA240000234,FY26 Q1 Brodart adult and youth print books,DO850025101001250,10/10/2025,BRO0807500,BRODART CO,500 ARCH ST,,WILLIAMSPORT,PA,17701,US,04/06/2026
1102255,"PARTS AND ACCESSORIES, CONVEYOR BELT",Parts for Warehouse Stock    Quote dated 10/9/25  PR # 17841   PO # 19809    @ $14,0.,,,0.,980.00,MA8100GA200000050,Parts for Warehouse Stock,DO810025101001215,10/10/2025,V00000946413,JMR Technology Inc.,1406 Cliffwood Rd,,Euless,TX,76040,US,04/06/2026
5154584,"PARTS, TORO MOWER (TORO OR EQUAL)",@ $2.97,0.,,,0.,17.82,MA7800GA220000002,MECHANIC SHOP BLD 2 (STOCK ORDER),DO810025101001267,10/10/2025,HIL8312370,HCOP LLC,"2914 Montopolis Dr, Ste 200",,AUSTIN,TX,78741,US,04/06/2026
80196,"Signs, Traffic, Solar Powered, LED, Flashing, Programmable",Daktronics-LED Roadway Sign SS - Balance of 3 year service agreement    Quote dated 9/16/25  AUSFY26-3892,0.,,,0.,"58,401.00",MA8100NS250000014,Daktronics-LED Roadway Sign SS  Balance of 3 year service,DO810025101001232,10/10/2025,DAK7020685,DAKTRONICS INC,10105 Broadway,,SAN ANTONIO,TX,78217,US,04/06/2026
20400,COMPUTER HARDWARE AND PERIPHERALS FOR MICROCOMPUTE,Anker PowerExpand 8-in-1 USB-C PD Media,5.,EA,Each,38.,190.00,,IT Inventory order,PO820025101000087,10/10/2025,CDW7127170,CDW LLC,CDW Government LLC,230 N Milwaukee Ave,Vernon Hills,IL,60061-9740,US,04/06/2026
33055,"Fencing, Temporary (For Construction and Other Ind","FY26- Construction Rent A Fence- Hm Depot Dodge, Alvarez",0.,,,0.,"5,000.00",,"FY26- Construction Rent A Fence- Hm Depot Dodge, Alvarez",PO750025101300096,10/13/2025,CON7015765,CONSTRUCTION RENT-A-FENCE INC,PO BOX 65,,Thrall,TX,76578,US,04/06/2026
5452155,"PARTS AND ACCESSORIES, BENCH GRINDER (MISC)",30004T-1204 30004T-1204 | Freight Included | Prices per Quote #C-132191-Z1V9,1.,EA,Each,"13,421.72","13,421.72",,Muffin Monster Grinder Cartridge,CT2200AW251010001,10/13/2025,V00000919575,JWC ENVIRONMENTAL INC,2600 S. Garnsey Street,,Santa Ana,CA,92707-3339,US,04/06/2026
57076,"Steel, Reinforcing, Bars and Rods",FY26 Open Blanket DO for Utility Cuts Unit 7025 ONLY.  Deliver any day except Friday from 12pm-to3pm Contact Tony when the driver arrives for specific drop location at (512) 923-9119.,0.,,,0.,"11,000.00",MA5000GA230000043,PR 2025-09-1752/CRC Blanket DO for Reinforcing Steel,DO620025101301321,10/13/2025,V00000974084,Triple-S Steel Holdings Inc.,Alamo Iron Works,943 AT&T Center Pkwy.,San Antonio,TX,78219-3134,US,04/06/2026
26980,"Serums, Toxoids, and Vaccines",AFD ACADEMY VACCINE,0.,,,0.,"1,904.02",MA5000GC230000015,AFD ACADEMY VACCINE,DO930025100700928,10/13/2025,V00000958034,"Merck & Co., Inc.",770 Sumneytown Pike,WP53C-307,West Point,PA,19486,US,04/06/2026
80072,"Shoes, Safety Toe",,0.,,,0.,206.87,MA5000GA240000018,Safety Boots for Alex Pina,DO220025101301297,10/13/2025,RED8315105,RED WING BRANDS OF AMERICA INC,Red Wing Shoe Company,P.O. Box 844329,Dallas,TX,75284-4329,US,04/06/2026
0221558,"MOWER/SHREDDER PARTS, JOHN DEERE","PR 2026-05327    Contact Person Chris Dry 512-974-1515    FY26 ZCard for parts and repairs to John Deere equipment  John Deere parts and repairs needed to operate Golf Division mowing fleet.     Total $125,000",0.,,,0.,"125,000.00",MA8600GS240000002,FY26 ZCard for repairs to John Deere equipment,DO860025101301309,10/13/2025,VC0000102892,COUFAL-PRATER EQUIPMENT LLC,4000 W. 2nd Street,,Taylor,TX,76574,US,04/06/2026
20003,CLOTHING: ATHLETIC / CASUAL / DRESS / UNIFORM / WTHR / WORK,"4/1/26 increased to $282,000.00  3/30/26 Increased to $272,000.00 for FY26 needs.   PR 2026-05246  Contact: David Johnson (512) 974-9451  FY26 ZCard-Austin Screen Printing Staff /Participant Uniform  Total Cost: $255,000.00",0.,,,0.,"282,000.00",MA8600GA160000086,FY26 ZCard-Austin Screen Printing Staff /Participant Uniform,DO860025101301324,10/13/2025,AUS0485500,AUSTIN SCREEN PRINTING L P,8613 Cross Park,,AUSTIN,TX,78754,US,04/06/2026
20554,"Microcomputers, Handheld, Laptop, and Notebook, ECO Certifie",PR0019156  Quote No.: 3000194848434  ------------------------  (Intel Core Ultra 5) Dell Pro 13 Plus 2-in-1,1.,EA,Each,"1,389.23","1,389.23",MA5000NC220000084,Dell Laptop,DO560025101301298,10/13/2025,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US,04/06/2026
65066,"Swimming Pools, Equipment, and Supplies (Including","PR2026-05289  Mark MacDougal 512-577-7126  FY26 Zcard - Commercial Chemical Acid & Sodium HypoChlorite  $253,584.00",0.,,,0.,"123,723.34",MA8600GA210000013,FY26 Zcard - Commercial Chemical Acid & Sodium HypoChlorite,DO860025100801104,10/13/2025,COM8316070,COMMERCIAL CHEMICAL PRODUCTS INC,1707 Townhurst,,HOUSTON,TX,77043,US,04/06/2026
71598,"BOOKS, LIBRARY",FY26 Q1 Adult and youth print books,0.,,,0.,"1,471,270.00",MA8500NA240000234,FY26 Q1 Adult and youth print books,DO850025101301318,10/13/2025,V00000948298,Ingram Industries Inc.,One Ingram Blvd,,La Vergne,TN,37086,US,04/06/2026
26980,"Serums, Toxoids, and Vaccines",AFD ACADEMY VACCINE ORDER,0.,,,0.,"4,605.62",MA5000GC230000015,AFD ACADEMY VACCINE ORDER,DO930025100700941,10/13/2025,V00001000104,Glaxosmithkline Holdings Americas Inc. & Subs,"2929 Walnut Street, Suite 1700",,Philadelphia,PA,19104-5434,US,04/06/2026
72582,"Two-Way Radio Supplies, Parts, and Accessories",PR0019149  Radio Parts and Accessories,0.,,,0.,447.82,MA6400GA240000004,HW-Radio Parts and Accessories,DO640025101301310,10/13/2025,TES8311882,Tessco Incorporated,11126 MCCORMICK RD,,HUNT VALLEY,MD,21031-1404,US,04/06/2026
72582,"Two-Way Radio Supplies, Parts, and Accessories","PR0019223  QUOTE-3324953  IMPRES 2 Vehicle Charger  QTY 2- Rate @ $480.75 EA  -------------------------------------------  Bill To:  City of Austin-CTM (WCSD)  PO Box 1088  Austin, TX 78767",2.,EA,Each,480.75,961.50,MA7400S011253,HW-Vehicle Impres Charger,DO640025101301345,10/13/2025,MOT3322000,MOTOROLA SOLUTIONS INC,6500 RIVER PLACE BLVD BLDG #7,MD-RP-1A,AUSTIN,TX,78730,US,04/06/2026
80072,"Shoes, Safety Toe",Safety boots for Frank Cage EID 10043182,0.,,,0.,206.87,MA5000GA240000018,Safety boots for Frank Cage EID 10043182,DO220025101301340,10/13/2025,RED8315105,RED WING BRANDS OF AMERICA INC,Red Wing Shoe Company,P.O. Box 844329,Dallas,TX,75284-4329,US,04/06/2026
3456445,"GLASSES, SAFETY",Safety Glasses For Ethan Salmon,1.,EA,Each,108.,108.00,MA5000GA230000029,Safety Glasses For Ethan Salmon,DO220025101301311,10/13/2025,V00000969804,"PDS Consultants, Inc.",3801 Bishop Lane,,Louisville,KY,40218,US,04/06/2026
4651415,"DEFIBRILLATOR, EXTERNAL, AUTOMATIC (AED), INCLUDING PARTS AN","PR2026-05312    Contact: Conor Hopkins (512)963-9213    Public Pools AEDs, Transitioning from HeartSine AEDs to Zoll AEDs to align with Austin/Travis County Emergency Services equipment.    BuyBoard Contract 704-23    Quote: 2513739-9504  11 ea ZOLL AED 3 Device,Fully-Automatic $1,795.00 = $19,745.00  5 ea ZOLL AED 3 Trainer @ $703.00 = $3,515.00  1 ea  ZOLL AED 3 Trainer CPRUni-Padz Electride Qty 5 @ $289.00 = $289.00  5 ea ZOLL AED 3 TrainerUni-padz Electrode Replacement Liners @ $12.00 = $60.00  10 ea CPR UNI-PADZ, IIITRAINING REPLACEMENT PADS 8/CASE @ $95.00 = $950.00  Total $24,559.00",0.,,,0.,"24,559.00",MA5000GC230000014,Public Pools AEDs,DO860025101301331,10/13/2025,V00000988407,"SafetyMed, LLC",5773 Woodway Dr Ste 214,,Houston,TX,77057,US,04/06/2026
15574,"Sheds, Storage",Four 40' Containers at Marshalling Yard Double Door X4,0.,,,0.,"2,984.64",MA8600NA200000205,FY26 MOBILE MINI,DO440025101301344,10/13/2025,WIL7129535,WILLIAMS SCOTSMAN INC,8211 TOWN CENTER DRIVE,,BALTIMORE,MD,21236-5904,US,04/06/2026
84030,"Digital Video Disk, DVD Television Combinations",FY26 Q1 DVDs/Blu-Rays/Combo Packs,0.,,,0.,"315,165.00",MA8500NA210000101,FY26 Q1 DVDs/Blu-Rays/Combo Packs,DO850025101301316,10/13/2025,VC0000100718,MIDWEST TAPE LLC,1417 TIMBERWOLF DRIVE,,HOLLAND,OH,43528-9485,US,04/06/2026
35030,"Flag Poles, All Types","PR 2026-03528    Contact: Chris Dry 512-923-9107  FY26 ZCard Thomas Chad Hamilton-Lone Star Flags-Golf supplies - Golf maintenance  Golf course maintenance supplies and fixtures used throughout Golf Division.     Total: $190,453.00",0.,,,0.,"190,452.00",MA8600GA200000036,FY26 ZCard Thomas Chad Hamilton-Lone Star Flags-Golf sup,DO860025101301315,10/13/2025,V00000906268,Thomas Chad Hamilton,2110 N Oak Canyon,,Austin,TX,78746,US,04/06/2026
68008,Police Protection Equipment (Body Armor and Riot S,ENCUMBRANCE - AFD UNIFORMS,0.,,,0.,"900,000.00",MA5000GA240000055,ENCUMBRANCE - AFD UNIFORMS,DO830025101301291,10/13/2025,V00000984046,"Galls Parent Holdings, LLC",1340 Russell Cave Road,,Lexington,KY,40505,US,04/06/2026
80072,"Shoes, Safety Toe",Safety Boots for Francisco Martinez,0.,,,0.,226.52,MA5000GA240000018,Safety Boots for Francisco Martinez,DO220025101301338,10/13/2025,RED8315105,RED WING BRANDS OF AMERICA INC,Red Wing Shoe Company,P.O. Box 844329,Dallas,TX,75284-4329,US,04/06/2026
26980,"Serums, Toxoids, and Vaccines",AFD INCUMBENTS VACCINE ORDER,0.,,,0.,"1,904.02",MA5000GC230000015,AFD INCUMBENTS VACCINE ORDER,DO930025100700933,10/13/2025,V00000958034,"Merck & Co., Inc.",770 Sumneytown Pike,WP53C-307,West Point,PA,19486,US,04/06/2026
72518,"Emergency Radio/Telephone Systems (911 Dispatch, e",Purchase Order,0.,,,0.,"67,999.08",MA1100NC250000120,RedSky_Everbridge_E911 Compliance,DOM1100MAX245634,10/13/2025,VS0000005017,Red Sky Technologies Inc.,8300 Boone Blvd.,Suite 800,Vienna,VA,22182,US,04/06/2026
26980,"Serums, Toxoids, and Vaccines",AFD INCUMBENTS VACCINE ORDER,0.,,,0.,"2,341.40",MA5000GC230000015,AFD INCUMBENTS VACCINE ORDER,DO930025100700940,10/13/2025,V00001000104,Glaxosmithkline Holdings Americas Inc. & Subs,"2929 Walnut Street, Suite 1700",,Philadelphia,PA,19104-5434,US,04/06/2026
57076,"Steel, Reinforcing, Bars and Rods",FY26 Open Blanket DO for Concrete & Repair Unit 8000 ONLY.  Deliver any day except Friday from 12pm-to3pm.  Contact Dale Fischer or Richard Bustos prior to delivery.,0.,,,0.,"82,500.00",MA5000GA230000043,PR 2025-09-1752/CRC Blanket DO for Reinforcing Steel,DO620025101301321,10/13/2025,V00000974084,Triple-S Steel Holdings Inc.,Alamo Iron Works,943 AT&T Center Pkwy.,San Antonio,TX,78219-3134,US,04/06/2026
6653256,"ENVELOPES, POLYETHYLENE",,0.,,,0.,"10,500.00",MA9100GA250000038,Protective Poly Envelopes,DO910025101301282,10/13/2025,V00000938477,"Scott-Merriman,Inc.",2930 Merrell Rd,,Dallas,TX,75229,US,04/06/2026
67540,"Insecticides and Fungicides, Dry","PR2026-05324    Contact: Chris Dry 512-923-9107    FY26 ZCard Ameriturf fertilizers, pesticides, herbicides; all City Golf Courses.     Total $85,000.00",0.,,,0.,"85,000.00",MA8600GA210000056,FY26 ZCard Ameriturf for all City Golf Courses,DO860025101301290,10/13/2025,VS0000023252,N-GULF LLC,PO BOX 194,,ITALY,TX,76651,US,04/06/2026
8555330,"LIGHTING SYSTEMS, THEATER",PR2026-05308  Roy Savannah 512-468-5424  Carver - Audio Repair  quote Q-59  $600.00,0.,,,0.,600.00,MA8600GA210000019,Carver - Audio Repair,DO860025100901164,10/13/2025,V00000967719,"Werd Media Labs, LLC",4111 Todd Ln,STE 100,AUSTIN,TX,78744,US,04/06/2026
67540,"Insecticides and Fungicides, Dry","PR 2026-05325    Contact: Chris Dry 512-973-9107    FY26 ZCard BWI Golf - fertilizers, pesticides, herbicides    Total $65,000.00",0.,,,0.,"65,000.00",MA8600GA210000056,"FY26 ZCard BWI Golf - fertilizers, pesticides, herbicides",DO860025101301296,10/13/2025,BWI7000410,BWI COMPANIES INC,PO BOX 459,,SCHULENBURG,TX,78956-0459,US,04/06/2026
67540,"Insecticides and Fungicides, Dry","PR2026-05326    Contact; Chris Dry 512-923-9107    FY26 ZCard MARUBENI AMERICA CORP (Helena) Golf agronomy needs fertilizers, pesticides, and herbicide. Golf maintenance.    Total $177,455.00",0.,,,0.,"177,455.00",MA8600GA210000056,FY26 ZCard MARUBENI AMERICA CORP (Helena) Golf,DO860025101301307,10/13/2025,VS0000014732,Marubeni America Corporation,17353 Bell North Dr.,Suite 109,Schertz,TX,70154,US,04/06/2026
75077,Sand and Gravel,"PR2026-05329    Contact: Chris Dry 512-923-9107    FY26 ZCard Turf Aggregates LLC Golf top dressing sand; all City Golf Courses.  Top dressing sand needed for greens and bunkers throughout Golf Division.     Total $80,000.00",0.,,,0.,"80,000.00",MA8600GA220000016,FY26 ZCard Turf Aggregates LLC Golf top dressing sand,DO860025101301319,10/13/2025,V00000956594,Turf Aggregates LLC,PO Box 270149,,Flower Mound,TX,75027,US,04/06/2026
15574,"Sheds, Storage",Four 40' Containers at Marshalling Yard Single Door X4,0.,,,0.,"2,927.84",MA8600NA200000205,FY26 MOBILE MINI,DO440025101301344,10/13/2025,WIL7129535,WILLIAMS SCOTSMAN INC,8211 TOWN CENTER DRIVE,,BALTIMORE,MD,21236-5904,US,04/06/2026
80072,"Shoes, Safety Toe",Safety Boots for Jeremy Roberts,0.,,,0.,238.58,MA5000GA240000018,Safety Boots for Jeremy Roberts,DO220025101301342,10/13/2025,RED8315105,RED WING BRANDS OF AMERICA INC,Red Wing Shoe Company,P.O. Box 844329,Dallas,TX,75284-4329,US,04/06/2026
26980,"Serums, Toxoids, and Vaccines",HEP-A - 1 BOX    HEP-B - 4 BOX    TDAP - 4 BOX,0.,,,0.,"4,515.54",MA5000GC230000015,EMS VACCINE ORDER,DO930025100200542,10/13/2025,V00001000104,Glaxosmithkline Holdings Americas Inc. & Subs,"2929 Walnut Street, Suite 1700",,Philadelphia,PA,19104-5434,US,04/06/2026
80072,"Shoes, Safety Toe",Safety boots for Wesley Brown EID 10201022,0.,,,0.,240.00,MA5000GA240000018,Safety boots for Wesley Brown EID 10201022,DO220025101301336,10/13/2025,RED8315105,RED WING BRANDS OF AMERICA INC,Red Wing Shoe Company,P.O. Box 844329,Dallas,TX,75284-4329,US,04/06/2026
3456445,"GLASSES, SAFETY",,1.,EA,Each,100.,100.00,MA5000GA230000029,Safety Glasses For Ethan Salmon,DO220025101301311,10/13/2025,V00000969804,"PDS Consultants, Inc.",3801 Bishop Lane,,Louisville,KY,40218,US,04/06/2026
65038,Playground Equipment (Not Otherwise Classified) (I,"PR2026-05288    Contact: Elizabeth Larkin (512)974-9513    Turner Roberts Community Garden Shade Structure, provide shade over community garden work bench.    Quote:  34653    Total:  $13,289.00",0.,,,0.,"13,289.00",MA5000NC220000104,Turner Roberts Community Garden Shade Structure,DO860025101301306,10/13/2025,V00000918378,"Lea Park & Play, Inc.",1105 Hampshire Lane,,Richardson,TX,75080,US,04/06/2026
15574,"Sheds, Storage","20' Containers at McBeth, Dittmar, Gus Garcia & Northwest Recreation Centers",0.,,,0.,"1,733.85",MA8600NA200000205,FY26 MOBILE MINI,DO440025101301344,10/13/2025,WIL7129535,WILLIAMS SCOTSMAN INC,8211 TOWN CENTER DRIVE,,BALTIMORE,MD,21236-5904,US,04/06/2026
3405435,"DETECTORS, GAS","QTY: 2 - 4XR KIT - Repair/sensor replace 4X & 4XR (S/N's: 00374383, 00108481)",0.,,,0.,350.00,,GASES101 - NSC - REPAIR / REPLACEMENT SENSOR - OCT 2025,PO220025101300097,10/13/2025,V00000939998,GASES101 LLC,1107 WONDER ST STE 103,,ROUND ROCK,TX,78681,US,04/06/2026
75070,Ready-Mix Concrete,Item No. 1.6,1.,CUYD,Cubic Yard,56.25,56.25,MA1100GA210000031,Concrete For 201.5 Cesar Chavez WO 668742,DOM1100MAX245924,10/14/2025,LAU2825500,Lauren Concrete Inc.,4501 SHAW LN,,AUSTIN,TX,78744-3921,US,04/06/2026
4055151,"OILS, INDUSTRIAL",QTY: 2 - PN: MBL 125337 - MOBIL DTE 25 ULTRA 46 55GL,0.,,,0.,"2,680.74",MA2200GA220000062,TEXAS ENTERPRISES - ULLRICH - OIL & GREASE - OCT 2025,DO220025101401375,10/14/2025,ALL0141000,"Texas Enterprises, Inc",5005 E 7th St,,AUSTIN,TX,78702,US,04/06/2026
15574,"Sheds, Storage",FY ENCUMBRANCE - Storage Containers    Contact Danisha Cox (512) 974-6718.,0.,,,0.,"2,122.81",MA8600NA200000205,FY ENCUMBRANCE - Storage Containers,DO830025101401444,10/14/2025,WIL7129535,WILLIAMS SCOTSMAN INC,8211 TOWN CENTER DRIVE,,BALTIMORE,MD,21236-5904,US,04/06/2026
80072,"Shoes, Safety Toe",CMD @ $300.00 Max Per Employee // Enc +$600.00,0.,,,0.,"8,098.13",MA5000GA240000018,FY26 Dept Safety Footwear,DO600025101401402,10/14/2025,RED8315105,RED WING BRANDS OF AMERICA INC,Red Wing Shoe Company,P.O. Box 844329,Dallas,TX,75284-4329,US,04/06/2026
12025,"Bridges, Passenger Loading","300BTU, R407C 3702444",0.,,,0.,"8,745.75",MA8100NS240000088,Parts for Warehouse Stock,DO810025101401441,10/14/2025,V00000978964,"Oshkosh AeroTech, LLC","Oshkosh Aerotech, LLC",4074 South 1900 West,Roy,UT,84067,US,04/06/2026
6800210,ALARM SYSTEMS,,8.,EA,Each,71.25,570.00,,K9 Alert System,CT780025101300009,10/14/2025,PAR8317116,PARR PUBLIC SAFETY EQUIPMENT,8495 Estates Ct,,Plain City,OH,43064-8015,US,04/06/2026
34072,"Rescue Equipment, Supplies and Accessories Includi","ETA DATE: 2025-10-30 --  ASSET -- PR257060-Asset-Hose for Testing,BuyBoard698-23    1. ITEM# KEY-RC50-450-YLW-100-STZ - PRO FLOW LDH 5"" STZ X 100' YELLOW HOSE 5"" STORZ COUPLING NITRILE/PVC RUBBER SUPPLY HOSE -- QTY: 12 EACH @ $917.62 EACH.    2. ITEM# KEY-DP30-800-YLW-50-ARN - BIG-10 - 3"" X 50' YELLOW HOSE ROCKER LUG NH COUPLING LIGHTWEIGHT DOUBLE JACKET EPDM RUBBER LINER -- QTY: 17 EACH @ $357.28 EACH.    3. ITEM# KEY-DP25-TRU-ORG-50-ARN - TRU 2.5"" X 50' ORANGE HOSE ROCKER LUG NH COUPLING HEAVY DUTY DOUBLE JACKET EPDM RUBBER LINER -- QTY: 20 EACH @ $287.79 EACH.    4. ITEM# KEY-DP17-1000-RED-50-ARN - COMBAT READY 1.75"" X 50' RED HOSE ROCKER LUG NH COUPLING DOUBLE JACKET HIGH FLOW STENCIL ""1.75 INCH"" ON EACH END OF HOSE -- QTY: 12 EACH @ $350.77 EACH.    5. ITEM# KEY-STENCIL - STENCIL PER NOTES ON 1.75"" HOSE SECTIONS     Ref Quote#110283.",0.,,,0.,"27,050.24",MA5000NC240000033,"PR257060-Hose for Testing,BuyBoard698-23",DO830025101401450,10/14/2025,VC0000101452,METRO FIRE APPARATUS SPECIALISTS INC,17350 SH 249 - Suite 250,,Houston,TX,77064,US,04/06/2026
20031,Hazardous Environment Clothing,,0.,,,0.,"39,868.20",MA1100NA240000171,Tyndale 2026 FY,DOM1100MAX245669,10/14/2025,TYN8322392,Tyndale Enterprises Inc.,5050 APPLEBUTTER RD,,PIPERSVILLE,PA,18947-1808,US,04/06/2026
12025,"Bridges, Passenger Loading",@ $523.25,0.,,,0.,"1,046.50",MA8100NS240000088,Parts for Warehouse Stock,DO810025101401441,10/14/2025,V00000978964,"Oshkosh AeroTech, LLC","Oshkosh Aerotech, LLC",4074 South 1900 West,Roy,UT,84067,US,04/06/2026
4759581,"TUBES, CENTRIFUGE",As outline in #20281,1.,EA,Each,"3,880.","3,880.00",,Cooler Coil,PO220025101400105,10/14/2025,RCV7142045,R & C VALVE REPAIR INC,13179 SANDOVAL ST,,SANTA FE SPRINGS,CA,90670,US,04/06/2026
48565,Janitorial Equipment and Supplies (Not Otherwise Classified),FACILIY SERVICES EQUIPMENT    Quote # 292030  AUSFY26-3902    @ $22.10,0.,,,0.,442.00,MA8100NA220000174,FACILIY SERVICES EQUIPMENT,DO810025101401393,10/14/2025,PRO8305263,"PRO SERVE ENTERPRISE, INC",4201 S Congress Ave,Ste 321,Austin,TX,78745-1171,US,04/06/2026
4651415,"DEFIBRILLATOR, EXTERNAL, AUTOMATIC (AED), INCLUDING PARTS AN","PR2026-05317    Contact: Tenzin Sangmo 512)978-2305    Montopolis Recreation and Community Center AED, safety purposes.    BuyBoard Contract 704-23.  Quote: 2513711-9479  1 ea  ZOLL AED 3 Device,Fully-Automatic @ $1,795.00    Total $1,795.00",0.,,,0.,"1,795.00",MA5000GC230000014,Montopolis Recreation and Community Center AED,DO860025101401383,10/14/2025,V00000988407,"SafetyMed, LLC",5773 Woodway Dr Ste 214,,Houston,TX,77057,US,04/06/2026
4651415,"DEFIBRILLATOR, EXTERNAL, AUTOMATIC (AED), INCLUDING PARTS AN",,0.,,,0.,"9,825.00",MA5000GS230000013,defib supplies - emergency patient care,DO930025101401416,10/14/2025,VS0000023463,ZOLL Medical Corporation,269 Mill Road,,Chelmsford,MA,01824,US,04/06/2026
